"HEC_MES","HEC_DEPTO","VIC_EDAD","VIC_ESCOLARIDAD","VIC_EST_CIV","VIC_GRUPET","VIC_TRABAJA","VIC_DEDICA","AGR_EDAD","AGR_ESCOLARIDAD","cluster"
10,1,43,59,2,1,1,-1,19,39,1
9,9,24,46,2,1,1,-1,19,46,1
8,15,25,33,2,2,1,-1,19,23,1
6,10,30,49,2,1,1,-1,19,39,1
5,10,26,39,2,1,1,-1,19,39,1
5,3,31,39,2,1,1,-1,19,99,2
3,12,20,46,2,1,1,-1,19,59,1
2,22,30,26,2,1,1,-1,19,26,1
4,20,44,10,2,1,2,1,19,10,1
10,4,18,26,2,1,2,1,19,45,1
11,13,41,29,2,1,2,1,19,29,1
6,4,19,39,2,1,2,1,19,39,1
6,12,20,46,2,1,1,-1,19,46,1
5,12,49,10,2,2,2,1,19,32,1
5,9,19,22,2,2,2,1,19,32,1
8,16,23,26,2,2,2,1,19,32,1
6,21,19,32,2,1,2,1,19,32,1
12,16,19,33,2,2,2,1,19,26,1
1,9,18,44,2,2,2,1,19,44,1
7,16,23,26,2,2,1,-1,19,10,1
1,1,75,99,1,1,2,1,19,99,2
7,4,15,22,3,2,2,1,19,23,1
3,1,19,39,3,1,2,1,19,29,1
7,1,27,59,3,1,2,3,19,39,1
10,8,18,99,9,2,2,1,19,99,2
6,4,19,29,3,2,2,1,19,10,1
5,16,22,26,3,2,2,1,19,26,1
4,9,41,46,2,1,2,1,19,46,1
7,5,21,10,3,1,2,4,19,29,1
9,9,18,10,3,1,2,1,19,39,1
6,4,17,23,3,2,2,1,19,23,1
6,16,19,23,3,2,2,1,19,10,1
1,4,18,24,3,6,2,1,19,26,1
6,4,17,26,3,6,2,1,19,26,1
2,8,19,29,3,2,2,1,19,29,1
7,10,17,29,3,2,2,1,19,39,1
8,10,20,32,3,1,2,1,19,25,1
9,16,18,33,3,2,2,1,19,33,1
11,9,19,33,3,1,2,1,19,33,1
5,4,21,33,3,2,2,1,19,26,1
1,99,20,39,3,1,2,1,19,39,1
2,9,17,39,3,1,2,1,19,39,1
9,4,42,49,3,2,2,1,19,29,1
10,2,15,29,9,1,2,3,19,99,2
2,1,17,33,9,1,2,1,19,33,1
5,22,21,46,3,1,1,-1,19,33,1
2,16,19,24,3,2,1,-1,19,26,1
5,1,19,32,3,9,1,-1,19,33,1
4,4,25,29,3,1,1,-1,19,31,1
9,9,18,33,3,1,1,-1,19,26,1
10,9,26,33,3,1,1,-1,19,26,1
5,3,22,10,3,1,1,-1,19,39,1
7,22,22,29,3,1,1,-1,19,29,1
12,5,45,32,2,1,1,-1,19,44,1
8,99,45,99,2,1,1,-1,19,99,2
4,13,64,10,2,2,2,1,19,23,3
1,16,37,10,2,2,2,1,19,10,1
8,16,28,25,3,2,1,-1,19,26,1
3,15,44,10,2,1,2,1,19,26,1
6,8,24,23,3,2,2,1,19,26,1
11,16,18,24,3,2,2,1,19,99,2
12,20,15,26,3,1,2,1,19,25,1
7,12,18,33,3,1,2,1,19,46,1
2,4,20,39,3,2,2,1,19,29,1
2,13,24,46,3,1,1,-1,19,46,1
12,1,18,39,3,1,1,-1,19,29,1
3,16,40,26,3,2,1,-1,19,26,1
7,16,32,33,3,2,1,-1,19,31,1
4,18,20,33,3,5,1,-1,19,33,1
9,15,51,10,2,1,2,1,19,26,1
4,16,57,10,2,2,2,1,19,26,3
5,15,42,29,2,2,2,1,19,29,1
11,16,24,10,3,2,2,1,19,10,1
1,4,18,10,3,2,2,1,19,29,1
10,16,47,10,3,2,2,1,19,26,1
2,16,36,10,3,2,2,1,19,10,1
4,16,24,10,3,2,2,1,19,33,1
10,16,17,10,3,2,2,1,19,21,1
9,16,19,26,3,2,2,1,19,26,1
5,17,20,26,3,1,2,1,19,33,1
9,17,19,26,3,2,2,1,19,31,1
11,17,18,26,3,1,2,1,19,31,1
6,16,19,26,3,2,2,1,19,33,1
3,15,20,26,3,1,2,1,19,26,1
12,15,18,26,3,2,2,1,19,44,1
11,13,25,29,3,2,2,1,19,29,1
2,16,16,31,3,2,2,1,19,32,1
7,16,18,32,3,2,2,1,19,31,1
2,16,23,33,3,2,2,1,19,25,1
8,16,21,33,3,2,2,1,19,33,1
4,11,17,33,3,1,2,1,19,33,1
9,16,18,33,3,2,2,1,19,33,1
11,16,17,33,3,2,2,3,19,99,2
3,16,38,45,3,2,2,1,19,26,1
12,17,18,45,3,1,2,1,19,32,1
10,16,19,46,3,2,2,1,19,32,1
7,16,20,52,3,2,2,1,19,33,1
3,9,19,59,3,2,2,3,19,39,1
6,16,25,25,3,2,1,-1,19,25,1
11,16,20,33,3,2,1,-1,19,26,1
12,17,18,45,3,1,1,-1,19,26,1
7,16,21,44,3,1,1,-1,19,45,1
8,16,24,26,1,2,1,-1,19,32,1
1,15,47,22,3,1,1,-1,19,46,1
6,12,52,21,2,6,1,-1,19,21,1
1,16,22,25,3,2,1,-1,19,10,1
4,8,19,33,3,2,1,-1,19,26,1
5,18,48,26,3,1,1,-1,19,33,1
7,18,27,33,3,1,1,-1,19,26,1
1,18,25,26,3,1,1,-1,19,33,1
11,1,38,29,1,1,2,1,19,99,2
8,5,18,31,1,1,2,1,19,31,1
1,16,39,10,5,2,2,1,19,22,1
8,16,19,31,5,2,2,1,19,10,1
10,13,20,23,3,2,2,1,19,32,1
11,16,19,10,5,2,2,1,19,24,1
10,18,15,26,5,2,1,-1,19,31,1
10,18,19,31,5,2,1,-1,19,31,1
1,17,18,24,5,1,2,1,19,10,1
6,18,20,24,5,1,2,1,19,26,1
7,16,20,24,5,2,2,1,19,26,1
5,16,24,26,5,2,2,1,19,26,1
12,16,17,33,5,2,2,1,19,26,1
12,18,20,46,5,1,2,1,19,46,1
8,16,21,26,5,2,1,-1,19,22,1
1,18,19,46,5,1,1,-1,19,32,1
12,15,62,25,2,1,1,-1,19,31,1
1,16,25,22,5,2,1,-1,19,33,1
2,1,65,29,2,1,2,1,19,59,1
9,14,45,10,9,6,2,1,19,10,1
5,19,21,22,9,1,2,1,19,22,1
12,22,20,39,9,1,2,1,19,29,1
6,1,23,39,9,1,2,1,19,39,1
2,9,17,39,9,1,2,1,19,29,1
6,3,28,99,9,2,2,1,19,99,2
5,1,21,99,9,1,2,1,19,99,2
3,99,20,99,9,1,1,-1,19,49,1
5,99,49,49,2,1,1,-1,19,29,1
12,1,44,24,9,1,1,-1,19,10,1
2,1,21,49,9,1,1,-1,19,99,2
9,19,17,29,9,1,2,1,19,29,1
4,1,20,45,9,1,2,1,19,31,1
7,12,18,99,9,1,2,1,19,10,1
6,5,18,39,9,1,2,1,19,39,1
9,99,99,39,9,9,2,1,19,39,3
12,12,18,39,9,6,2,1,19,39,1
12,1,17,29,9,1,2,1,19,39,1
5,5,23,49,9,1,2,1,19,39,1
2,7,48,10,1,5,2,1,19,10,1
8,10,62,10,2,2,2,1,19,99,2
3,1,56,10,2,2,2,1,19,99,2
10,1,25,39,2,1,2,1,19,39,1
11,16,45,99,2,2,2,1,19,99,2
6,3,23,10,9,6,2,1,19,10,1
8,6,19,10,9,1,2,1,19,46,1
11,13,27,10,9,2,2,1,19,10,1
10,13,21,10,9,2,2,1,19,29,1
5,10,37,10,9,1,2,1,19,29,1
3,5,18,10,9,1,2,1,19,26,1
6,2,19,10,9,1,2,1,19,29,1
3,3,19,21,9,2,2,1,19,99,2
4,3,18,21,9,2,2,1,19,21,1
10,13,20,22,9,2,2,1,19,22,1
6,19,21,22,9,1,2,1,19,22,1
7,16,14,23,9,2,2,1,19,23,1
1,9,16,23,9,6,2,1,19,23,1
3,5,19,24,9,1,2,1,19,26,1
12,10,21,25,9,2,2,1,19,32,1
8,10,14,26,9,6,2,3,19,26,1
7,5,19,26,9,1,2,1,19,26,1
6,12,17,26,9,6,2,1,19,26,1
12,12,19,29,9,1,2,1,19,29,1
5,10,26,29,9,6,2,1,19,39,1
12,19,17,29,9,1,2,1,19,29,1
9,1,18,29,9,1,2,1,19,29,1
5,3,17,31,9,6,2,1,19,99,2
4,13,14,31,9,2,2,3,19,33,1
4,12,13,32,9,6,2,3,19,26,1
2,6,21,33,9,1,2,1,19,26,1
4,12,18,33,9,1,2,1,19,99,2
9,1,23,39,9,1,2,1,19,39,1
11,1,17,39,9,1,2,1,19,49,1
1,9,17,39,9,1,2,1,19,39,1
6,2,18,39,9,1,2,1,19,39,1
8,5,18,44,9,1,2,1,19,39,1
9,5,18,44,9,1,2,1,19,10,1
4,3,20,44,9,6,2,1,19,99,2
4,12,20,46,9,1,2,1,19,46,1
12,5,19,49,9,1,2,4,19,49,1
6,9,19,49,9,1,2,1,19,49,1
12,1,18,49,9,1,2,3,19,99,2
12,9,21,52,9,1,2,3,19,44,1
9,3,18,99,9,1,2,1,19,99,2
11,8,18,99,9,2,2,1,19,99,2
7,9,20,46,9,1,1,-1,19,46,1
12,14,19,29,9,1,1,-1,19,39,1
12,1,18,45,9,1,1,-1,19,45,1
7,9,23,32,9,1,1,-1,19,33,1
9,1,24,99,9,1,1,-1,19,33,1
2,5,22,10,9,9,1,-1,19,39,1
9,12,20,29,9,1,1,-1,19,29,1
5,5,26,49,9,1,1,-1,19,31,1
6,9,27,10,9,1,1,-1,19,39,1
10,10,20,39,9,1,1,-1,19,49,1
12,1,49,32,1,1,1,-1,19,33,1
3,1,39,10,2,2,1,-1,19,99,2
2,1,18,46,1,1,1,-1,19,99,2
4,1,24,33,9,1,9,9,19,33,1
7,5,22,39,9,1,1,-1,19,39,1
7,15,18,26,9,1,2,1,19,26,1
5,13,22,26,9,2,2,1,19,26,1
8,19,14,29,1,1,2,3,19,99,2
4,1,36,99,1,6,2,1,19,99,2
11,8,36,10,9,2,2,1,19,33,1
12,1,24,26,9,1,2,9,19,99,2
2,12,13,31,9,1,2,3,19,46,1
10,3,17,31,9,6,2,1,19,33,1
2,1,18,32,9,1,2,1,19,31,1
4,1,18,39,9,1,2,1,19,39,1
9,1,20,49,9,1,1,-1,19,39,1
4,15,29,33,9,1,1,-1,19,22,1
2,2,26,39,9,1,1,-1,19,39,1
12,1,54,99,9,1,1,-1,19,99,2
7,11,37,33,2,1,1,-1,19,33,1
6,1,42,39,9,2,1,-1,19,39,1
4,19,19,33,9,1,1,-1,19,26,1
2,11,27,99,1,1,2,1,19,99,2
10,11,37,10,2,1,2,1,19,33,1
7,16,40,10,2,2,2,1,19,33,1
9,13,21,10,9,6,2,1,19,26,1
12,6,21,10,9,1,2,1,19,26,1
1,13,19,23,9,2,2,1,19,10,1
12,11,20,26,9,1,2,1,19,24,1
5,11,47,26,9,1,2,1,19,39,1
1,6,18,26,9,1,2,1,19,32,1
3,4,17,26,9,6,2,1,19,26,1
8,21,18,26,9,1,2,1,19,26,1
7,21,19,26,9,6,2,1,19,26,1
10,12,19,26,9,1,2,1,19,26,1
2,13,17,29,9,2,2,1,19,29,1
4,13,16,29,9,2,2,1,19,29,1
10,12,19,29,9,1,2,1,19,29,1
7,1,19,29,9,1,2,1,19,10,1
3,7,16,31,9,2,2,1,19,26,1
10,21,26,32,9,1,2,1,19,33,1
9,15,17,32,9,1,2,1,19,25,1
6,15,16,33,9,1,2,1,19,45,1
7,11,21,33,9,1,2,1,19,33,1
2,6,18,33,9,1,2,1,19,26,1
9,10,29,33,9,1,2,1,19,33,1
12,1,20,39,9,1,2,1,19,39,1
10,20,19,39,9,1,2,1,19,39,1
99,1,19,44,9,1,2,9,19,33,1
9,4,17,45,9,1,2,3,19,26,1
1,12,19,49,9,1,2,1,19,49,1
4,11,19,99,9,6,2,1,19,99,2
8,9,42,99,9,2,2,1,19,33,1
1,4,27,49,9,1,1,-1,19,49,1
8,11,20,45,9,1,1,-1,19,33,1
11,11,38,46,9,1,1,-1,19,46,1
12,1,20,46,9,1,1,-1,19,33,1
10,10,45,25,9,6,1,-1,19,23,1
4,10,26,39,9,6,1,-1,19,25,1
4,3,19,45,9,1,1,-1,19,33,1
3,4,28,26,9,6,1,-1,19,31,1
2,12,29,39,9,1,1,-1,19,39,1
7,6,18,26,9,1,1,-1,19,33,1
2,1,44,49,1,1,2,1,20,10,1
12,20,45,29,2,6,2,1,20,39,1
1,19,61,29,9,1,2,1,20,29,1
2,2,38,29,9,1,2,1,20,29,1
4,7,49,10,2,2,1,-1,20,99,2
5,14,65,21,9,2,1,-1,20,33,3
8,1,34,29,1,9,1,-1,20,29,1
5,1,41,45,9,1,2,1,20,32,1
10,1,45,24,2,1,1,-1,20,26,1
3,11,66,10,2,1,2,1,20,33,3
2,1,37,49,2,5,1,-1,20,49,1
5,20,56,46,9,1,1,-1,20,51,1
4,3,16,99,1,6,2,3,20,99,2
5,1,54,59,1,1,1,-1,20,49,1
5,5,45,10,1,1,2,1,20,29,1
12,5,70,10,1,1,2,1,20,29,3
6,22,60,22,1,1,2,1,20,22,3
7,22,19,23,1,6,2,1,20,99,2
8,5,21,26,1,1,2,1,20,26,1
12,16,21,26,1,2,2,1,20,99,2
99,22,67,29,1,1,2,1,20,29,3
12,2,32,29,1,6,2,1,20,10,1
8,7,62,29,1,2,2,1,20,49,1
9,10,17,33,1,2,2,3,20,10,1
4,1,22,33,1,1,2,1,20,99,2
7,1,63,49,1,1,2,1,20,52,1
11,12,16,99,1,6,2,3,20,99,2
11,14,41,10,2,6,2,1,20,10,1
10,14,51,10,2,2,2,1,20,26,1
1,9,48,10,2,2,2,1,20,26,1
4,1,43,10,2,1,2,1,20,26,1
2,9,41,23,2,1,2,1,20,46,1
1,3,37,33,2,1,2,1,20,33,1
2,22,50,33,2,6,2,1,20,32,1
3,2,22,33,2,1,2,1,20,99,2
5,2,34,39,2,1,2,1,20,39,1
2,1,37,49,2,1,2,1,20,39,1
9,4,49,49,2,1,2,1,20,49,1
5,5,48,29,3,6,2,4,20,29,1
1,22,22,99,3,1,2,1,20,26,1
2,1,38,10,9,1,2,9,20,49,1
7,2,46,39,9,1,2,1,20,39,1
7,16,55,46,3,1,1,-1,20,46,1
1,1,29,45,1,1,1,-1,20,46,1
10,3,39,29,1,1,1,-1,20,29,1
3,8,63,23,1,2,1,-1,20,26,3
3,8,63,23,1,2,1,-1,20,26,3
12,10,50,24,2,1,1,-1,20,32,1
11,4,52,39,2,1,1,-1,20,39,1
3,1,36,21,3,1,1,-1,20,45,1
3,4,36,29,9,2,1,-1,20,39,1
5,1,38,26,2,1,1,-1,20,45,1
12,19,54,23,2,1,1,-1,20,26,1
3,22,83,26,2,1,1,-1,20,33,3
5,22,68,33,2,1,1,-1,20,33,3
12,4,37,33,2,6,1,-1,20,26,1
99,1,31,39,3,1,1,-1,20,99,2
10,1,79,33,2,1,1,-1,20,33,3
10,10,41,39,2,6,1,-1,20,99,2
2,22,67,10,1,1,1,-1,20,44,3
6,20,31,29,2,1,1,-1,20,29,1
2,4,46,29,1,6,1,-1,20,22,1
2,22,58,46,1,1,1,-1,20,46,1
7,19,48,49,9,1,1,-1,20,99,2
7,4,29,23,3,6,2,1,20,45,1
1,5,51,10,1,1,2,1,20,39,1
6,5,18,33,1,1,2,1,20,39,1
10,7,24,10,2,2,2,1,20,10,1
3,16,50,10,3,2,2,1,20,24,1
3,11,22,46,2,1,1,-1,20,33,1
2,10,38,26,2,1,1,-1,20,26,1
11,14,51,10,9,2,1,-1,20,99,2
11,10,38,10,1,6,2,1,20,10,1
10,7,35,29,1,2,2,1,20,29,1
11,11,16,33,1,1,2,3,20,44,1
10,15,24,39,1,1,2,1,20,39,1
6,20,25,23,2,1,2,1,20,22,1
5,16,45,24,2,2,2,1,20,32,1
1,18,59,26,2,1,2,2,20,33,1
2,11,37,26,2,1,2,1,20,10,1
5,16,20,25,3,1,2,1,20,26,1
7,16,61,10,9,2,2,1,20,26,3
4,13,54,46,2,1,1,-1,20,46,1
9,16,23,33,1,1,1,-1,20,31,1
2,19,40,29,2,1,1,-1,20,99,2
6,7,24,33,1,2,1,-1,20,10,1
5,11,1,-1,-1,1,-1,-1,20,33,1
3,11,3,-1,-1,1,-1,-1,20,33,1
4,17,57,22,1,1,2,1,20,33,1
1,13,21,23,1,1,2,1,20,26,1
4,21,25,25,1,1,2,1,20,22,1
4,17,24,26,1,2,2,1,20,26,1
12,10,17,26,1,1,2,3,20,26,1
2,17,14,32,1,1,2,3,20,33,1
10,2,19,33,1,1,2,1,20,32,1
7,2,25,39,1,1,2,1,20,99,2
6,18,16,39,1,1,2,3,20,39,1
8,16,41,10,2,2,2,1,20,29,1
10,16,22,10,2,2,2,1,20,10,1
10,11,63,23,2,1,2,1,20,33,3
7,16,55,26,2,2,2,1,20,33,1
1,10,39,26,2,6,2,1,20,33,1
12,16,43,33,2,2,2,4,20,33,1
6,11,24,33,2,1,2,1,20,26,1
2,10,42,39,2,1,2,1,20,49,1
8,4,43,49,2,1,2,1,20,49,1
6,4,24,49,2,1,2,1,20,49,1
6,18,36,23,3,1,2,1,20,26,1
2,16,45,26,3,1,2,1,20,46,1
3,4,86,10,9,1,2,1,20,29,3
11,4,45,10,9,2,2,1,20,26,1
1,11,66,10,9,6,2,1,20,33,3
2,11,68,10,9,2,2,1,20,31,3
3,11,46,26,9,1,2,1,20,46,1
8,12,38,29,9,9,2,1,20,29,1
2,2,50,46,9,1,2,2,20,33,1
4,20,46,59,1,1,1,-1,20,49,1
6,16,23,46,1,2,1,-1,20,23,1
3,16,52,46,2,1,1,-1,20,26,1
9,16,47,22,2,2,1,-1,20,22,1
7,3,67,29,1,6,1,-1,20,39,1
9,6,60,25,2,6,1,-1,20,45,1
11,11,40,33,2,1,1,-1,20,25,1
11,10,34,25,2,1,1,-1,20,22,1
5,16,27,26,3,2,1,-1,20,33,1
1,3,51,10,2,1,1,-1,20,33,1
11,6,20,26,1,1,1,-1,20,26,1
12,3,42,26,2,6,1,-1,20,26,1
3,7,70,10,1,2,1,-1,20,10,3
2,15,73,99,1,1,1,-1,20,99,2
8,17,71,10,2,1,1,-1,20,26,3
10,4,39,26,2,1,1,-1,20,39,1
11,10,48,26,2,6,1,-1,20,10,1
7,9,61,10,2,6,1,-1,20,52,1
5,1,56,46,1,1,1,-1,20,46,1
12,1,19,49,2,1,2,9,20,32,1
4,10,28,29,2,2,9,9,20,29,1
6,7,25,29,2,2,2,1,20,26,1
8,4,34,29,2,2,2,1,20,46,1
10,1,20,33,9,2,1,-1,20,44,1
4,3,37,10,2,2,1,-1,20,10,1
9,21,21,32,2,1,2,1,20,33,1
12,9,27,26,1,2,2,1,20,33,1
10,9,46,10,2,1,2,1,20,46,1
5,16,32,10,2,2,2,1,20,10,1
12,16,20,26,2,2,2,1,20,33,1
9,10,68,26,2,6,2,2,20,26,3
9,15,20,26,2,2,2,1,20,26,1
1,4,27,33,2,1,2,1,20,21,1
12,4,19,33,2,6,2,1,20,33,1
9,10,19,46,2,6,2,1,20,46,1
1,1,24,49,2,1,2,1,20,33,1
6,1,25,99,2,1,2,1,20,99,2
10,1,49,39,9,1,2,1,20,29,1
99,1,21,49,2,1,1,-1,20,39,1
7,13,21,33,2,1,1,-1,20,33,1
3,9,28,99,2,2,1,-1,20,99,2
9,14,20,10,2,1,1,-1,20,99,2
10,1,22,45,2,1,1,-1,20,49,1
4,10,99,33,2,2,1,-1,20,26,3
7,1,23,26,2,1,1,-1,20,33,1
2,16,33,10,2,2,1,-1,20,10,1
9,1,24,46,2,1,1,-1,20,33,1
9,10,25,46,1,6,9,9,20,46,1
5,16,30,46,2,2,1,-1,20,46,1
10,1,29,49,2,1,2,1,20,39,1
7,9,21,29,2,2,2,1,20,29,1
7,4,20,39,2,2,2,1,20,39,1
4,5,42,53,2,1,2,4,20,26,1
11,11,21,10,2,1,2,1,20,22,1
2,20,39,24,2,1,2,1,20,26,1
12,9,18,29,2,2,2,1,20,29,1
9,4,18,29,2,2,2,1,20,39,1
4,11,21,29,2,1,2,1,20,99,2
4,1,19,32,2,1,2,1,20,32,1
10,7,18,33,2,1,2,1,20,33,1
7,16,21,44,2,2,2,1,20,26,1
3,12,18,45,2,6,2,1,20,99,2
6,12,19,46,2,1,2,1,20,46,1
1,8,24,59,2,2,2,1,20,29,1
3,17,21,46,2,1,1,-1,20,32,1
11,11,47,26,9,1,1,-1,20,25,1
8,11,25,46,2,1,1,-1,20,44,1
7,11,26,24,9,1,1,-1,20,46,1
6,11,28,46,2,1,1,-1,20,44,1
10,11,35,33,2,1,1,-1,20,33,1
11,11,16,33,1,1,1,-1,20,33,1
5,12,33,29,3,1,2,1,20,29,1
4,9,19,44,3,1,2,1,20,44,1
6,12,19,29,9,1,2,1,20,29,1
6,1,99,29,3,1,1,-1,20,39,3
5,1,30,39,3,1,1,-1,20,39,1
1,9,22,49,3,1,1,-1,20,39,1
10,16,37,10,3,2,1,-1,20,26,1
7,15,21,45,3,1,1,-1,20,26,1
6,16,26,23,3,2,1,-1,20,23,1
4,16,18,26,3,2,2,1,20,26,1
3,13,22,33,3,1,2,1,20,33,1
3,16,28,26,3,2,1,-1,20,26,1
8,1,40,21,1,1,2,1,20,24,1
4,16,17,33,3,2,2,1,20,26,1
4,1,19,33,3,1,2,1,20,32,1
2,18,61,26,2,1,2,1,20,26,1
99,99,40,10,1,1,2,1,20,99,2
4,1,42,10,1,1,2,9,20,10,1
3,9,50,23,1,6,2,1,20,22,1
9,16,16,29,1,2,2,1,20,29,1
1,16,41,10,2,2,2,1,20,10,1
5,4,50,49,2,2,2,1,20,49,1
12,16,16,10,3,2,2,1,20,10,1
9,16,19,10,3,2,2,1,20,26,1
6,5,18,22,3,1,2,1,20,22,1
4,16,18,23,3,2,2,1,20,23,1
11,16,18,24,3,2,2,1,20,26,1
7,22,22,26,3,1,2,1,20,26,1
10,16,16,26,3,2,2,1,20,26,1
8,22,17,29,3,1,2,1,20,29,1
12,22,42,29,3,1,2,1,20,29,1
6,16,23,29,3,2,2,1,20,29,1
2,8,17,29,3,2,2,1,20,29,1
7,1,17,29,3,1,2,1,20,39,1
4,5,20,32,3,1,2,1,20,23,1
6,16,23,39,3,2,2,1,20,39,1
9,9,99,39,3,1,2,1,20,29,3
10,12,19,44,3,1,2,1,20,33,1
7,4,18,49,3,1,2,3,20,49,1
3,8,16,99,3,2,2,1,20,99,2
2,3,18,99,9,2,2,1,20,99,2
3,5,22,49,3,1,1,-1,20,26,1
12,9,22,29,3,2,1,-1,20,29,1
11,16,24,49,3,2,1,-1,20,33,1
9,16,26,10,3,2,1,-1,20,10,1
6,16,22,10,3,2,1,-1,20,10,1
10,5,33,10,3,1,1,-1,20,44,1
5,22,26,55,3,1,1,-1,20,46,1
2,1,22,39,3,1,9,9,20,99,2
3,16,28,99,3,2,1,-1,20,10,1
3,11,22,33,3,1,1,-1,20,26,1
6,3,52,99,2,2,1,-1,20,21,1
12,8,35,10,2,2,2,1,20,10,1
3,18,18,26,3,1,2,1,20,23,1
4,16,20,26,3,2,2,1,20,10,1
3,15,16,29,3,2,2,1,20,29,1
3,4,19,39,3,1,2,1,20,29,1
8,9,18,39,3,2,2,1,20,39,1
1,15,18,49,3,2,2,1,20,29,1
5,17,32,10,5,1,2,1,20,26,1
5,16,50,26,2,2,1,-1,20,44,1
12,12,45,26,3,1,1,-1,20,26,1
3,15,29,33,3,2,1,-1,20,26,1
7,16,19,33,3,2,1,-1,20,46,1
10,16,24,26,3,2,1,-1,20,10,1
11,6,41,26,1,1,2,1,20,26,1
12,16,49,25,2,2,2,1,20,26,1
3,16,25,25,2,2,2,1,20,33,1
9,18,24,10,3,2,2,1,20,10,1
5,16,33,10,3,2,2,1,20,26,1
7,16,18,10,3,2,2,1,20,10,1
4,16,99,10,3,2,2,1,20,25,3
8,16,16,10,3,2,2,1,20,26,1
6,16,19,10,3,2,2,1,20,10,1
3,13,21,10,3,2,2,1,20,26,1
4,16,24,23,3,2,2,1,20,26,1
10,18,19,23,3,2,2,1,20,25,1
5,16,25,23,3,2,2,1,20,26,1
2,17,20,24,3,2,2,1,20,26,1
5,17,18,25,3,2,2,1,20,49,1
4,16,25,25,3,2,2,1,20,26,1
4,16,14,25,3,2,2,9,20,26,1
3,16,18,26,3,2,2,1,20,24,1
6,4,20,26,3,2,2,1,20,26,1
4,16,17,26,3,2,2,1,20,33,1
4,16,19,26,3,2,2,1,20,26,1
6,16,34,26,3,2,2,1,20,25,1
2,16,17,26,3,2,2,1,20,33,1
1,4,23,26,3,2,2,1,20,26,1
6,16,16,26,3,2,2,1,20,33,1
6,16,17,26,3,2,2,1,20,33,1
4,17,19,29,3,1,2,1,20,29,1
2,4,23,29,3,1,2,1,20,49,1
9,10,23,31,3,1,2,1,20,33,1
5,18,16,32,3,1,2,3,20,26,1
12,16,22,32,3,2,2,4,20,33,1
8,16,21,33,3,2,2,1,20,26,1
8,11,30,33,3,1,2,1,20,46,1
4,20,21,33,3,1,2,1,20,33,1
12,21,18,33,3,6,2,1,20,33,1
6,17,18,33,3,1,2,3,20,26,1
6,15,16,33,3,1,2,3,20,33,1
3,15,19,33,3,2,2,1,20,33,1
6,4,20,39,3,1,2,1,20,39,1
6,4,20,39,3,2,2,1,20,39,1
8,16,18,44,3,2,2,3,20,32,1
9,20,22,39,9,1,2,1,20,29,1
11,1,39,45,3,1,1,-1,20,26,1
9,14,21,33,3,2,1,-1,20,33,1
12,16,18,26,3,2,1,-1,20,26,1
12,17,17,33,3,1,1,-1,20,33,1
4,16,21,32,3,2,1,-1,20,26,1
8,9,21,33,3,2,1,-1,20,49,1
1,16,26,45,3,2,1,-1,20,22,1
2,4,18,33,3,2,1,-1,20,33,1
6,16,23,21,3,2,1,-1,20,23,1
6,1,20,49,1,1,1,-1,20,39,1
9,15,57,10,3,2,1,-1,20,39,1
12,16,21,10,3,2,1,-1,20,23,1
8,4,45,49,2,2,1,-1,20,49,1
10,16,21,33,3,2,1,-1,20,10,1
1,16,19,10,5,2,2,1,20,26,1
7,9,26,26,3,1,2,1,20,26,1
12,16,16,10,5,2,2,1,20,10,1
2,16,16,10,5,2,2,1,20,26,1
8,16,24,39,5,2,1,-1,20,29,1
2,16,19,10,5,2,2,1,20,39,1
5,16,17,10,5,2,2,1,20,26,1
3,17,17,22,5,1,2,1,20,26,1
10,16,23,45,5,2,1,-1,20,26,1
7,17,17,10,5,2,2,1,20,33,1
5,17,14,22,5,1,2,1,20,26,1
6,18,54,26,5,1,2,1,20,26,1
1,16,18,26,5,2,2,1,20,33,1
8,18,20,45,5,1,2,1,20,24,1
1,17,19,46,5,1,2,1,20,46,1
7,17,28,46,5,1,1,-1,20,44,1
11,16,99,39,5,2,1,-1,20,10,3
11,18,20,26,5,1,1,-1,20,26,1
9,1,28,10,1,1,2,1,20,99,2
7,9,28,39,9,1,2,9,20,49,1
5,1,19,49,9,1,2,1,20,49,1
7,2,39,99,9,1,2,1,20,99,2
11,1,40,99,9,1,2,1,20,99,2
5,1,18,39,9,1,1,-1,20,49,1
6,99,99,45,9,1,1,-1,20,39,3
2,1,21,99,9,1,1,-1,20,39,1
5,2,46,29,9,1,1,-1,20,24,1
3,9,19,23,9,1,1,-1,20,33,1
10,1,23,49,9,1,1,-1,20,39,1
11,99,20,24,9,1,1,-1,20,23,1
2,1,20,99,9,1,1,-1,20,99,2
7,21,23,25,9,1,2,1,20,10,1
6,1,21,29,9,1,2,1,20,29,1
3,1,18,49,9,1,1,-1,20,39,1
1,1,17,33,9,1,2,3,20,45,1
8,1,25,49,9,9,1,-1,20,39,1
3,10,20,25,9,6,2,1,20,26,1
7,2,71,99,9,6,2,1,20,99,2
8,5,23,46,9,1,1,-1,20,31,1
6,1,26,26,9,1,1,-1,20,26,1
2,1,57,39,2,1,2,4,20,10,1
5,15,48,26,9,2,1,-1,20,32,1
8,21,17,33,9,1,2,1,20,10,1
4,14,15,10,1,6,2,1,20,10,1
11,4,18,24,1,6,2,1,20,23,1
11,10,15,26,1,6,2,3,20,26,1
